Background,contribution,contribution,1 [MASK] to the Project Effort,[],False,NOUN,NOUN,True,7,10,12,10,1.2,0.36363636363636365,0.44923466444015503,0,0,0.047761913388967514,False
Background,letter,letter,1 [MASK] to the Project Effort,[],False,NOUN,NOUN,True,7,9,6,10,0.6,0.125,0.5222951173782349,0.016694926780485925,0.016694926780485925,0.03037014789879322,False
Background,Award,award,1 [MASK] to the Project Effort,[],False,NOUN,PROPN,False,7,10,5,10,0.5,0.4,0.4133719205856323,0,0,0.025111481547355652,False
Background,Amendment,amendment,1 [MASK] to the Project Effort,[],False,NOUN,NOUN,True,8,10,9,10,0.9,0.3157894736842105,0.29174917936325073,0,0,0.02500227838754654,False
Background,According,accord,1 [MASK] to the Project Effort,['- The grid axis should be labelled correctly according to the input from the data file'],True,NOUN,VERB,False,8,7,6,10,0.6,0.5,0.24860267341136932,0.012760263824579348,0.012760263824579348,0.024335691705346107,True
Background,Note,note,1 [MASK] to the Project Effort,[],False,NOUN,NOUN,True,6,7,4,10,0.4,0.1428571428571429,0.7033032178878784,0.010414105657196058,0.010414105657196058,0.023321669548749924,False
Background,Report,report,1 [MASK] to the Project Effort,[],False,NOUN,NOUN,True,3,5,6,10,0.6,0.25,0.5088379979133606,0.04826123285548118,0.04826123285548118,0.022800661623477936,False
Background,Key,key,1 [MASK] to the Project Effort,[],False,NOUN,ADJ,False,2,7,3,10,0.3,0.15384615384615385,0.6093277931213379,0.01736298285282006,0.01736298285282006,0.017403366044163704,False
Background,Year,year,1 [MASK] to the Project Effort,['- The product should be able to handle up to 2000 data points'],False,NOUN,NOUN,True,4,8,4,10,0.4,0.2857142857142857,0.3481031060218811,0.007389054492110334,0.007389054492110334,0.0115690091624856,True
Background,Guide,guide,1 [MASK] to the Project Effort,[],False,NOUN,NOUN,True,6,8,5,10,0.5,0.4,0.6238277554512024,0.017951147597903692,0.017951147597903692,0.010850348509848118,False
Background,year,year,1 [MASK] to the Project Effort,['- The product should be able to handle up to 2000 data points'],False,NOUN,NOUN,True,4,8,4,10,0.4,0.2857142857142857,0.3481031060218811,0.007389054492110334,0.007389054492110334,0.00870363786816597,True
Background,report,report,1 [MASK] to the Project Effort,[],False,NOUN,NOUN,True,3,5,6,10,0.6,0.25,0.5088379979133606,0.04826123285548118,0.04826123285548118,0.008116253651678562,False
interaction,computer,computer,- The [MASK] with the data points should have a delay of no longer than 2 seconds,['- Attitude to technology'],True,NOUN,NOUN,True,1,4,8,11,0.7272727272727273,0.3157894736842105,0.4192196726799011,0.09130532464703178,0.09130532464703178,0.027584344148635864,True
interaction,system,system,- The [MASK] with the data points should have a delay of no longer than 2 seconds,"['- Linux and Solaris Operating Systems', '- The users have the computing skill for basic operation of one of the operating systems documented in 1']",False,NOUN,NOUN,True,0,0,6,11,0.5454545454545454,0.23529411764705888,0.5009192824363708,0.1180684952679669,0.1180684952679669,0.026728881523013115,True
interaction,connection,connection,- The [MASK] with the data points should have a delay of no longer than 2 seconds,[],False,NOUN,NOUN,True,7,9,10,11,0.9090909090909091,0.6666666666666667,0.4747302830219269,0.01412359838308337,0.01412359838308337,0.02222963236272335,False
interaction,test,test,- The [MASK] with the data points should have a delay of no longer than 2 seconds,['Each functional requirement should have a fit criterion in order to make it possible to test whether the requirement is implemented as specified in the delivered product'],True,NOUN,NOUN,True,1,8,4,11,0.36363636363636365,0.4,0.27014946937561035,0.019574125126637563,0.019574125126637563,0.022093944251537323,True
