inst#,actual,predicted,error,prediction
1,2:FALSE,2:FALSE,,1
2,2:FALSE,2:FALSE,,1
3,2:FALSE,2:FALSE,,1
4,2:FALSE,2:FALSE,,1
5,2:FALSE,2:FALSE,,1
6,2:FALSE,2:FALSE,,1
7,2:FALSE,2:FALSE,,1
8,2:FALSE,2:FALSE,,1
9,2:FALSE,2:FALSE,,1
10,2:FALSE,2:FALSE,,1
11,1:TRUE,1:TRUE,,1
12,1:TRUE,1:TRUE,,1
13,1:TRUE,1:TRUE,,1
14,1:TRUE,1:TRUE,,1
15,1:TRUE,1:TRUE,,1
16,1:TRUE,1:TRUE,,1
17,1:TRUE,1:TRUE,,1
18,1:TRUE,1:TRUE,,1
19,2:FALSE,1:TRUE,+,1
20,1:TRUE,1:TRUE,,1
21,2:FALSE,1:TRUE,+,1
22,1:TRUE,1:TRUE,,1
23,2:FALSE,1:TRUE,+,1
24,1:TRUE,1:TRUE,,1
25,1:TRUE,1:TRUE,,1
26,2:FALSE,1:TRUE,+,1
27,1:TRUE,1:TRUE,,1
28,1:TRUE,1:TRUE,,1
29,2:FALSE,1:TRUE,+,1
30,1:TRUE,1:TRUE,,1
31,1:TRUE,1:TRUE,,1
32,2:FALSE,2:FALSE,,1
33,1:TRUE,1:TRUE,,1
34,2:FALSE,2:FALSE,,1
35,2:FALSE,2:FALSE,,1
36,2:FALSE,2:FALSE,,1
37,2:FALSE,2:FALSE,,1
38,2:FALSE,2:FALSE,,1
39,1:TRUE,1:TRUE,,1
40,2:FALSE,1:TRUE,+,1
41,2:FALSE,1:TRUE,+,1
42,2:FALSE,1:TRUE,+,1
43,1:TRUE,1:TRUE,,1
44,2:FALSE,1:TRUE,+,1
45,2:FALSE,2:FALSE,,1
46,2:FALSE,1:TRUE,+,1
47,1:TRUE,1:TRUE,,1
48,1:TRUE,1:TRUE,,1
49,1:TRUE,1:TRUE,,1
50,2:FALSE,1:TRUE,+,1
51,2:FALSE,2:FALSE,,1
52,2:FALSE,2:FALSE,,1
53,2:FALSE,2:FALSE,,1
54,2:FALSE,2:FALSE,,1
55,1:TRUE,1:TRUE,,1
56,1:TRUE,1:TRUE,,1
57,2:FALSE,1:TRUE,+,1
58,1:TRUE,1:TRUE,,1
59,1:TRUE,1:TRUE,,1
60,2:FALSE,2:FALSE,,1
61,2:FALSE,1:TRUE,+,1
62,1:TRUE,1:TRUE,,1
63,2:FALSE,2:FALSE,,1
64,1:TRUE,1:TRUE,,1
65,1:TRUE,1:TRUE,,1
66,1:TRUE,1:TRUE,,1
67,1:TRUE,1:TRUE,,1
68,2:FALSE,2:FALSE,,1
69,1:TRUE,1:TRUE,,1
70,1:TRUE,1:TRUE,,1
71,2:FALSE,2:FALSE,,1
72,1:TRUE,1:TRUE,,1
73,2:FALSE,2:FALSE,,1
74,1:TRUE,1:TRUE,,1
75,2:FALSE,1:TRUE,+,1
76,2:FALSE,1:TRUE,+,1
77,2:FALSE,1:TRUE,+,1
78,1:TRUE,1:TRUE,,1
79,1:TRUE,1:TRUE,,1
80,1:TRUE,1:TRUE,,1
81,1:TRUE,2:FALSE,+,1
82,2:FALSE,1:TRUE,+,1
83,1:TRUE,1:TRUE,,1
84,2:FALSE,2:FALSE,,1
85,2:FALSE,1:TRUE,+,1
86,2:FALSE,1:TRUE,+,1
87,2:FALSE,1:TRUE,+,1
88,1:TRUE,1:TRUE,,1
89,2:FALSE,1:TRUE,+,1
90,2:FALSE,1:TRUE,+,1
91,2:FALSE,1:TRUE,+,1
92,2:FALSE,2:FALSE,,1
93,2:FALSE,1:TRUE,+,1
94,2:FALSE,2:FALSE,,1
95,2:FALSE,2:FALSE,,1
96,2:FALSE,2:FALSE,,1
97,2:FALSE,2:FALSE,,1
98,1:TRUE,1:TRUE,,1
99,1:TRUE,1:TRUE,,1
100,1:TRUE,1:TRUE,,1
101,2:FALSE,2:FALSE,,1
102,2:FALSE,2:FALSE,,1
103,2:FALSE,1:TRUE,+,1
104,2:FALSE,1:TRUE,+,1
105,2:FALSE,2:FALSE,,1
106,1:TRUE,1:TRUE,,1
107,1:TRUE,1:TRUE,,1
108,2:FALSE,1:TRUE,+,1
109,1:TRUE,1:TRUE,,1
110,1:TRUE,1:TRUE,,1
111,1:TRUE,1:TRUE,,1
112,1:TRUE,1:TRUE,,1
113,1:TRUE,1:TRUE,,1
114,2:FALSE,1:TRUE,+,1
115,1:TRUE,1:TRUE,,1
116,1:TRUE,1:TRUE,,1
117,1:TRUE,1:TRUE,,1
118,2:FALSE,1:TRUE,+,1
119,2:FALSE,1:TRUE,+,1
120,2:FALSE,1:TRUE,+,1
121,2:FALSE,1:TRUE,+,1
