along,FALSE
along,FALSE
associate,FALSE
combine,TRUE
together,FALSE
together,FALSE
combine,TRUE
representation,TRUE
representation,TRUE
model,TRUE
map,TRUE
interface,TRUE
index,FALSE
map,TRUE
image,TRUE
element,TRUE
information,TRUE
link,TRUE
text,TRUE
notation,FALSE
model,TRUE
term,TRUE
order,FALSE
#,FALSE
unit,TRUE
order,TRUE
category,TRUE
field,TRUE
area,TRUE
domain,TRUE
relation,TRUE
combination,FALSE
case,TRUE
combination,FALSE
dimension,FALSE
group,TRUE
size,TRUE
height,FALSE
type,TRUE
location,TRUE
length,FALSE
volume,FALSE
shape,FALSE
time,TRUE
dimension,FALSE
area,TRUE
form,TRUE
color,FALSE
magnitude,FALSE
scale,FALSE
function,TRUE
class,FALSE
extent,FALSE
structure,TRUE
frequency,FALSE
rank,FALSE
composition,FALSE
depth,FALSE
density,FALSE
geometry,FALSE
datum,TRUE
design,TRUE
other,TRUE
release,FALSE
version,FALSE
phase,FALSE
stage,FALSE
level,TRUE
part,TRUE
system,TRUE
patch,FALSE
figure,FALSE
mode,FALSE
step,TRUE
chapter,FALSE
track,FALSE
block,FALSE
table,TRUE
aim,TRUE
seek,TRUE
attempt,FALSE
try,TRUE
need,TRUE
fail,FALSE
seek,TRUE
attempt,FALSE
try,TRUE
want,TRUE
help,TRUE
aim,TRUE
manage,TRUE
reduce,TRUE
eliminate,FALSE
remove,TRUE
increase,TRUE
avoid,TRUE
low,TRUE
minimize,FALSE
relieve,FALSE
decrease,FALSE
address,TRUE
improve,FALSE
offset,FALSE
alleviate,FALSE
replace,TRUE
limit,FALSE
additional,FALSE
certain,FALSE
legal,FALSE
performance,TRUE
security,TRUE
several,FALSE
severe,FALSE
many,FALSE
environmental,FALSE
limitation,FALSE
issue,TRUE
problem,FALSE
limitation,FALSE
challenge,FALSE
concern,FALSE
degradation,FALSE
limit,FALSE
loss,FALSE
requirement,TRUE
constraint,FALSE
advantage,FALSE
gain,FALSE
difficulty,FALSE
disadvantage,FALSE
device,TRUE
operation,TRUE
machine,FALSE
robot,FALSE
application,TRUE
aircraft,FALSE
one,TRUE
engine,TRUE
part,TRUE
basic,FALSE
configuration,FALSE
control,TRUE
specific,FALSE
new,FALSE
similar,FALSE
general,FALSE
simple,FALSE
particular,FALSE
common,FALSE
calculation,FALSE
management,TRUE
scheduling,FALSE
programming,FALSE
process,TRUE
test,TRUE
procedure,TRUE
task,TRUE
check,TRUE
operation,TRUE
assessment,FALSE
level,TRUE
program,TRUE
exam,FALSE
step,FALSE
testing,FALSE
carry,TRUE
work,TRUE
carry,TRUE
set,TRUE
take,TRUE
act,FALSE
bear,FALSE
rule,TRUE
give,TRUE
fill,FALSE
roll,FALSE
hand,TRUE
play,TRUE
carry,TRUE
lay,FALSE
one,FALSE
use,TRUE
mean,TRUE
part,TRUE
user,TRUE
way,TRUE
application,TRUE
qualification,FALSE
member,FALSE
completion,FALSE
certification,FALSE
analysis,FALSE
selection,FALSE
user,TRUE
system,TRUE
computer,TRUE
software,TRUE
controller,FALSE
module,FALSE
cpu,FALSE
device,TRUE
processor,FALSE
component,TRUE
machine,FALSE
unit,TRUE
server,TRUE
s,FALSE
p,FALSE
a,FALSE
f,FALSE
o,FALSE
e,FALSE
c,FALSE
b,FALSE
r,FALSE
v,FALSE
d,FALSE
t,FALSE
w,FALSE
element,TRUE
version,FALSE
variant,FALSE
sort,FALSE
subset,FALSE
copy,FALSE
equivalent,FALSE
standard,FALSE
correspond,FALSE
original,FALSE
appropriate,FALSE
respective,FALSE
',FALSE
#,FALSE
#,FALSE
file,TRUE
mechanism,FALSE
method,TRUE
tool,TRUE
line,TRUE
space,FALSE
want,TRUE
require,TRUE
need,TRUE
ask,TRUE
require,TRUE
encourage,FALSE
need,TRUE
want,TRUE
allow,TRUE
encourage,FALSE
urge,TRUE
expect,FALSE
allow,TRUE
invite,TRUE
ask,TRUE
developer,FALSE
we,FALSE
author,FALSE
designer,FALSE
Wikipedia,FALSE
editor,FALSE
reader,FALSE
writer,FALSE
everyone,FALSE
create,TRUE
find,TRUE
provide,TRUE
select,FALSE
include,TRUE
produce,TRUE
choose,TRUE
specify,TRUE
make,TRUE
write,TRUE
generate,TRUE
give,TRUE
identify,TRUE
#,FALSE
language,TRUE
vocabulary,FALSE
feature,TRUE
#,FALSE
content,TRUE
syntax,FALSE
property,TRUE
behavior,FALSE
capital,FALSE
symbol,FALSE
power,FALSE
participant,FALSE
manager,TRUE
#,FALSE
practitioner,FALSE
researcher,FALSE
professional,FALSE
applicant,FALSE
student,FALSE
recognize,FALSE
understand,TRUE
define,TRUE
incorporate,FALSE
place,TRUE
see,TRUE
consider,TRUE
add,TRUE
present,TRUE
term,TRUE
word,TRUE
word,TRUE
expression,FALSE
phrase,FALSE
mean,TRUE
tag,FALSE
context,FALSE
phrase,FALSE
call,TRUE
think,FALSE
consider,TRUE
perceive,FALSE
say,TRUE
like,TRUE
prefer,TRUE
submission,FALSE
literature,FALSE
document,TRUE
code,TRUE
category,FALSE
article,FALSE
proposal,FALSE
field,FALSE
work,TRUE
specification,TRUE
paper,FALSE
abstract,FALSE
pick,FALSE
determine,TRUE
material,FALSE
framework,FALSE
terminology,FALSE
define,TRUE
use,TRUE
describe,TRUE
create,TRUE
express,FALSE
apply,TRUE
implement,TRUE
identify,TRUE
understand,FALSE
represent,TRUE
choose,TRUE
develop,TRUE
name,TRUE
establish,TRUE
write,TRUE
it,FALSE
Microsoft,FALSE
IBM,FALSE
Google,FALSE
this,FALSE
oracle,FALSE
iso,TRUE
Intel,FALSE
Linux,FALSE
ieee,FALSE
apache,FALSE
java,FALSE
it,FALSE
support,TRUE
guarantee,FALSE
ensure,FALSE
offer,TRUE
enable,TRUE
implement,TRUE
establish,TRUE
promote,FALSE
relationship,FALSE
connection,FALSE
interface,TRUE
interaction,FALSE
compatibility,FALSE
communication,FALSE
relation,FALSE
connection,FALSE
transaction,TRUE
relationship,FALSE
connectivity,FALSE
difference,FALSE
communication,FALSE
comparison,FALSE
two,FALSE
multiple,FALSE
different,FALSE
database,TRUE
exist,FALSE
parallel,FALSE
individual,FALSE
xml,FALSE
large,FALSE
system,TRUE
service,TRUE
component,TRUE
node,TRUE
#,FALSE
server,TRUE
client,TRUE
module,FALSE
network,TRUE
process,TRUE
type,TRUE
environment,TRUE
addition,FALSE
practice,FALSE
essence,FALSE
summary,FALSE
short,FALSE
fact,FALSE
turn,TRUE
contrast,FALSE
Canada,FALSE
theory,FALSE
effect,FALSE
principle,TRUE
regulation,FALSE
restriction,FALSE
patent,FALSE
sanction,FALSE
rule,TRUE
license,FALSE
standard,TRUE
review,FALSE
exception,FALSE
lead,FALSE
apply,TRUE
refer,TRUE
amount,FALSE
relate,TRUE
subject,FALSE
proceed,FALSE
continue,FALSE
extend,FALSE
contribute,FALSE
go,FALSE
commit,FALSE
move,TRUE
free,TRUE
temporary,FALSE
stable,FALSE
complete,TRUE
secure,FALSE
safe,FALSE
compatible,FALSE
open,TRUE
improve,FALSE
maintain,TRUE
update,TRUE
#,FALSE
premise,FALSE
site,FALSE
track,FALSE
label,FALSE
network,TRUE
campus,FALSE
world,FALSE
disk,TRUE
platform,FALSE
grid,FALSE
maintenance,TRUE
repair,FALSE
upgrade,FALSE
repair,FALSE
update,TRUE
replacement,FALSE
access,TRUE
service,TRUE
installation,FALSE
sale,FALSE
call,TRUE
upgrade,FALSE
modification,TRUE
update,TRUE
modification,TRUE
overhaul,FALSE
development,TRUE
improvement,FALSE
renewal,FALSE
extension,FALSE
addition,FALSE
improvement,FALSE
change,TRUE
patch,FALSE
alteration,FALSE
acquisition,FALSE
test,TRUE
amendment,FALSE
reason,TRUE
activity,TRUE
function,TRUE
matter,FALSE
purpose,TRUE
program,TRUE
dictionary,FALSE
grammar,FALSE
editor,FALSE
#,FALSE
library,FALSE
history,FALSE
template,FALSE
symbol,FALSE
object,TRUE
format,TRUE
name,TRUE
search,TRUE
font,FALSE
directory,FALSE
name,TRUE
search,TRUE
entry,TRUE
tag,FALSE
option,TRUE
file,TRUE
knowledge,TRUE
full,FALSE
quick,FALSE
comprehensive,FALSE
thorough,FALSE
fast,FALSE
dynamic,FALSE
continuous,FALSE
detail,FALSE
rapid,FALSE
visual,FALSE
dedicate,FALSE
wide,FALSE
robust,FALSE
available,FALSE
support,TRUE
list,TRUE
support,TRUE
option,FALSE
suitable,FALSE
capability,TRUE
number,TRUE
variety,FALSE
range,FALSE
lot,FALSE
multitude,FALSE
couple,FALSE
series,FALSE
collection,TRUE
group,TRUE
handful,FALSE
host,FALSE
topic,FALSE
resource,TRUE
language,TRUE
variable,FALSE
thing,FALSE
item,FALSE
object,TRUE
include,TRUE
per,FALSE
provide,TRUE
offer,TRUE
include,TRUE
support,TRUE
use,TRUE
connect,FALSE
contain,TRUE
provide,TRUE
implement,TRUE
define,TRUE
allow,TRUE
make,TRUE
operate,FALSE
reference,TRUE
contribution,FALSE
contributor,FALSE
title,FALSE
specie,FALSE
work,TRUE
section,FALSE
10,FALSE
cd,FALSE
all,FALSE
indicate,FALSE
both,FALSE
specification,TRUE
parameter,TRUE
criterion,FALSE
attribute,TRUE
develop,TRUE
publish,FALSE
complete,FALSE
release,FALSE
implement,TRUE
use,TRUE
finalize,FALSE
produce,TRUE
create,TRUE
add,FALSE
prepare,FALSE
do,TRUE
design,TRUE
evaluate,FALSE
implementation,TRUE
evaluation,FALSE
initial,FALSE
final,FALSE
construction,FALSE
deployment,FALSE
assembly,FALSE
plan,FALSE
phase,TRUE
stage,FALSE
stage,FALSE
phase,TRUE
period,FALSE
cycle,FALSE
step,FALSE
life,FALSE
#,FALSE
#,FALSE
the,FALSE
in,FALSE
one,FALSE
no,FALSE
an,FALSE
and,FALSE
you,FALSE
to,FALSE
of,FALSE
#,FALSE
#,FALSE
as,FALSE
